Project;ProcessName;FieldName;FieldRefName;FieldType;IsIdentity;IsCustom
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration Level 7;System.IterationLevel7;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration Path;System.IterationPath;treePath;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Node Name;System.NodeName;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Parent;System.Parent;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Reason;System.Reason;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Related Link Count;System.RelatedLinkCount;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Remote Link Count;System.RemoteLinkCount;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Rev;System.Rev;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Revised Date;System.RevisedDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;State;System.State;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Tags;System.Tags;plainText;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Team Project;System.TeamProject;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Title;System.Title;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Watermark;System.Watermark;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Work Item Type;System.WorkItemType;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;End Date Processing;Custom.EndDateProcessing;dateTime;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Expected completion date1;Custom.Expectedcompletiondate1;dateTime;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Size 2;Custom.Size2;double;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Start Date processing;Custom.StartDateprocessing;dateTime;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Start Dates;Custom.StartDates;dateTime;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Start date of processing1;Custom.Startdateofprocessing1;dateTime;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Start date of processing2;Custom.Startdateofprocessing2;dateTime;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;TShirt Size;Custom.TShirtSize;string;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;TShirt Size 2;Custom.TShirtSize2;string;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;TShirt Size Estimated;Custom.TShirtSizeEstimated;string;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;TShirt Size Realized in h;Custom.TShirtSizeRealizedinh;double;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Test123456;Custom.Test123456;string;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;sadsadsad;Custom.sadsadsad;string;No;Yes
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Actual Attendee 1;Microsoft.VSTS.CMMI.ActualAttendee1;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Actual Attendee 2;Microsoft.VSTS.CMMI.ActualAttendee2;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Actual Attendee 3;Microsoft.VSTS.CMMI.ActualAttendee3;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Actual Attendee 4;Microsoft.VSTS.CMMI.ActualAttendee4;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Actual Attendee 5;Microsoft.VSTS.CMMI.ActualAttendee5;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Actual Attendee 6;Microsoft.VSTS.CMMI.ActualAttendee6;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Actual Attendee 7;Microsoft.VSTS.CMMI.ActualAttendee7;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Actual Attendee 8;Microsoft.VSTS.CMMI.ActualAttendee8;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Analysis;Microsoft.VSTS.CMMI.Analysis;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Blocked;Microsoft.VSTS.CMMI.Blocked;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Called By;Microsoft.VSTS.CMMI.CalledBy;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Called Date;Microsoft.VSTS.CMMI.CalledDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Comments;Microsoft.VSTS.CMMI.Comments;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Committed;Microsoft.VSTS.CMMI.Committed;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Contingency Plan;Microsoft.VSTS.CMMI.ContingencyPlan;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Corrective Action Actual Resolution;Microsoft.VSTS.CMMI.CorrectiveActionActualResolution;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Corrective Action Plan;Microsoft.VSTS.CMMI.CorrectiveActionPlan;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Escalate;Microsoft.VSTS.CMMI.Escalate;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Found In Environment;Microsoft.VSTS.CMMI.FoundInEnvironment;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;How Found;Microsoft.VSTS.CMMI.HowFound;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Impact Assessment HTML;Microsoft.VSTS.CMMI.ImpactAssessmentHtml;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Impact on Architecture;Microsoft.VSTS.CMMI.ImpactOnArchitecture;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Impact on Development;Microsoft.VSTS.CMMI.ImpactOnDevelopment;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Impact on Technical Publications;Microsoft.VSTS.CMMI.ImpactOnTechnicalPublications;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Impact on Test;Microsoft.VSTS.CMMI.ImpactOnTest;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Impact on User Experience;Microsoft.VSTS.CMMI.ImpactOnUserExperience;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Justification;Microsoft.VSTS.CMMI.Justification;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Meeting Type;Microsoft.VSTS.CMMI.MeetingType;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Minutes;Microsoft.VSTS.CMMI.Minutes;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Mitigation Plan;Microsoft.VSTS.CMMI.MitigationPlan;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Mitigation Triggers;Microsoft.VSTS.CMMI.MitigationTriggers;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Optional Attendee 1;Microsoft.VSTS.CMMI.OptionalAttendee1;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Optional Attendee 2;Microsoft.VSTS.CMMI.OptionalAttendee2;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Optional Attendee 3;Microsoft.VSTS.CMMI.OptionalAttendee3;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Optional Attendee 4;Microsoft.VSTS.CMMI.OptionalAttendee4;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Optional Attendee 5;Microsoft.VSTS.CMMI.OptionalAttendee5;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Optional Attendee 6;Microsoft.VSTS.CMMI.OptionalAttendee6;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Optional Attendee 7;Microsoft.VSTS.CMMI.OptionalAttendee7;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Optional Attendee 8;Microsoft.VSTS.CMMI.OptionalAttendee8;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Probability;Microsoft.VSTS.CMMI.Probability;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Proposed Fix;Microsoft.VSTS.CMMI.ProposedFix;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Purpose;Microsoft.VSTS.CMMI.Purpose;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Required Attendee 1;Microsoft.VSTS.CMMI.RequiredAttendee1;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Required Attendee 2;Microsoft.VSTS.CMMI.RequiredAttendee2;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Required Attendee 3;Microsoft.VSTS.CMMI.RequiredAttendee3;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Required Attendee 4;Microsoft.VSTS.CMMI.RequiredAttendee4;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Required Attendee 5;Microsoft.VSTS.CMMI.RequiredAttendee5;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Required Attendee 6;Microsoft.VSTS.CMMI.RequiredAttendee6;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Required Attendee 7;Microsoft.VSTS.CMMI.RequiredAttendee7;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Required Attendee 8;Microsoft.VSTS.CMMI.RequiredAttendee8;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Requirement Type;Microsoft.VSTS.CMMI.RequirementType;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Requires Review;Microsoft.VSTS.CMMI.RequiresReview;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Requires Test;Microsoft.VSTS.CMMI.RequiresTest;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Root Cause;Microsoft.VSTS.CMMI.RootCause;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Subject Matter Expert 1;Microsoft.VSTS.CMMI.SubjectMatterExpert1;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Subject Matter Expert 2;Microsoft.VSTS.CMMI.SubjectMatterExpert2;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Subject Matter Expert 3;Microsoft.VSTS.CMMI.SubjectMatterExpert3;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Symptom;Microsoft.VSTS.CMMI.Symptom;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Target Resolve Date;Microsoft.VSTS.CMMI.TargetResolveDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Task Type;Microsoft.VSTS.CMMI.TaskType;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;User Acceptance Test;Microsoft.VSTS.CMMI.UserAcceptanceTest;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Discipline;Microsoft.VSTS.Common.Discipline;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Issue;Microsoft.VSTS.Common.Issue;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Rating;Microsoft.VSTS.Common.Rating;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Resolved Reason;Microsoft.VSTS.Common.ResolvedReason;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Severity;Microsoft.VSTS.Common.Severity;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Stack Rank;Microsoft.VSTS.Common.StackRank;double;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Triage;Microsoft.VSTS.Common.Triage;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Original Estimate;Microsoft.VSTS.Scheduling.OriginalEstimate;double;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Size;Microsoft.VSTS.Scheduling.Size;double;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Repro Steps;Microsoft.VSTS.TCM.ReproSteps;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Steps;Microsoft.VSTS.TCM.Steps;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;System Info;Microsoft.VSTS.TCM.SystemInfo;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Test Suite Audit;Microsoft.VSTS.TCM.TestSuiteAudit;plainText;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Test Suite Type;Microsoft.VSTS.TCM.TestSuiteType;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Test Suite Type Id;Microsoft.VSTS.TCM.TestSuiteTypeId;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area ID;System.AreaId;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area Level 1;System.AreaLevel1;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area Level 2;System.AreaLevel2;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area Level 3;System.AreaLevel3;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area Level 4;System.AreaLevel4;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area Level 5;System.AreaLevel5;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area Level 6;System.AreaLevel6;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area Level 7;System.AreaLevel7;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Area Path;System.AreaPath;treePath;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Assigned To;System.AssignedTo;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Attached File Count;System.AttachedFileCount;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Authorized As;System.AuthorizedAs;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Authorized Date;System.AuthorizedDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Board Column;System.BoardColumn;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Board Column Done;System.BoardColumnDone;boolean;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Board Lane;System.BoardLane;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Changed By;System.ChangedBy;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Changed Date;System.ChangedDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Comment Count;System.CommentCount;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Created By;System.CreatedBy;string;Yes;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Created Date;System.CreatedDate;dateTime;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Description;System.Description;html;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;External Link Count;System.ExternalLinkCount;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;History;System.History;history;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Hyperlink Count;System.HyperLinkCount;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;ID;System.Id;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration ID;System.IterationId;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration Level 1;System.IterationLevel1;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration Level 2;System.IterationLevel2;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration Level 3;System.IterationLevel3;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration Level 4;System.IterationLevel4;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration Level 5;System.IterationLevel5;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration Level 6;System.IterationLevel6;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration Level 7;System.IterationLevel7;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Iteration Path;System.IterationPath;treePath;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Node Name;System.NodeName;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Parent;System.Parent;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Reason;System.Reason;string;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Related Link Count;System.RelatedLinkCount;integer;No;No
D365 - Sales;Dynamics_365_Customer_Engagement_Sales_inh;Remote Link Count;System.RemoteLinkCount;integer;No;No
